dataset_index,scene,object_id,valid_points,rot_deg,trans_cm,difficulty
3725,1-39-1,48,815,3.1897278,0.34540936,6.6438217
3726,1-39-1,51,216,2.5625422,0.28198966,5.3824387
3727,1-39-1,57,128,2.5625422,0.24720295,5.0345716
3728,1-39-1,58,576,2.5625422,0.120611615,3.7686584
3729,1-39-2,30,504,2.5625422,0.10747253,3.6372676
3730,1-39-2,48,759,2.5625422,0.46787485,7.241291
3731,1-39-2,51,216,2.5625422,0.047209196,3.034634
3732,1-39-2,57,123,5.547012,0.26315236,8.178535
3733,1-39-2,58,382,2.5625422,0.25742605,5.1368027
3734,1-39-4,30,537,3.1902187,0.18413109,5.0315294
3735,1-39-4,48,836,2.5625422,0.24120183,4.9745607
3736,1-39-4,51,87,4.6328654,0.8091485,12.72435
3737,1-39-4,57,126,2.5625422,0.1441759,4.004301
3738,1-39-4,58,548,2.5625422,0.094631925,3.5088615
3739,1-39-5,30,544,3.5401096,0.19146012,5.454711
3740,1-39-5,48,794,3.7288816,0.25448292,6.273711
3741,1-39-5,51,208,2.5625422,0.048380032,3.0463426
3742,1-39-5,57,130,4.2892547,0.14354108,5.7246656
3743,1-39-5,58,563,2.5625422,0.07386488,3.3011909
3744,1-39-7,30,464,2.5625422,0.2308615,4.871157
3745,1-39-7,48,784,3.3911905,0.40509883,7.4421787
3746,1-39-7,51,198,2.5625422,0.060346257,3.1660047
3747,1-39-7,57,137,4.8631687,0.21633242,7.026493
3748,1-39-7,58,512,3.1850598,0.11656671,4.350727
3749,1-39-8,30,505,2.8177226,0.067439064,3.492113
3750,1-39-8,48,828,2.5625422,0.20353869,4.597929
3751,1-39-8,51,196,2.5625422,0.036478423,2.9273264
3752,1-39-8,57,128,5.2780056,0.21576782,7.4356837
3753,1-39-8,58,322,2.5625422,1.1623834,14.186377
3754,1-39-9,30,529,3.4601173,0.19825779,5.442695
3755,1-39-9,48,851,2.5625422,0.25753266,5.137869
3756,1-39-9,51,217,3.4552476,0.33158177,6.7710657
3757,1-39-9,57,136,14.639424,0.34973186,18.136744
3758,1-39-9,58,558,2.5625422,0.1420545,3.983087
3759,1-39-10,30,534,2.5625422,0.06999212,3.2624633
3760,1-39-10,48,824,2.5625422,0.44768214,7.039364
3761,1-39-10,51,183,3.7991114,0.15364808,5.3355923
3762,1-39-10,58,565,2.5625422,0.12539822,3.8165245
3763,1-39-11,30,517,2.5625422,0.07969408,3.359483
3764,1-39-11,48,730,2.5625422,0.3620549,6.183091
3765,1-39-11,51,193,2.5625422,0.4277394,6.8399363
3766,1-39-11,57,128,5.424264,0.20768109,7.501075
3767,1-39-11,58,586,2.5625422,0.212242,4.6849623
3768,1-39-12,30,503,2.5625422,0.21030386,4.6655807
3769,1-39-12,48,809,2.5625422,0.25452435,5.1077857
3770,1-39-12,51,214,2.5625422,0.08917985,3.4543407
3771,1-39-12,57,132,4.049075,0.02448359,4.293911
3772,1-39-12,58,478,2.5625422,0.3249365,5.8119073
3773,1-39-13,30,461,2.5625422,0.11901937,3.7527359
3774,1-39-13,48,770,2.5625422,0.25412017,5.1037436
3775,1-39-13,51,213,3.510786,0.07936158,4.304402
3776,1-39-13,57,138,2.5625422,0.10278453,3.5903873
3777,1-39-13,58,573,2.5625422,0.084874816,3.4112904
3778,1-39-14,30,545,2.5625422,0.037353363,2.936076
3779,1-39-14,48,814,2.5625422,0.21946235,4.757166
3780,1-39-14,51,214,2.5625422,0.20509036,4.6134458
3781,1-39-14,57,132,6.626228,0.26381132,9.264341
3782,1-39-14,58,482,2.5625422,0.14355405,3.9980826
3783,1-39-15,30,508,2.5625422,0.3574918,6.1374598
3784,1-39-15,48,862,2.5625422,0.14719892,4.0345316
3785,1-39-15,51,202,2.5625422,0.13296692,3.8922114
3786,1-39-15,57,129,5.1424327,0.18402262,6.982659
3787,1-39-15,58,514,3.6731184,0.12976371,4.9707556
3788,1-39-16,30,502,2.5625422,0.24425353,5.0050774
3789,1-39-16,48,818,2.5625422,0.18441115,4.406654
3790,1-39-16,51,211,3.3880715,0.10468563,4.434928
3791,1-39-16,57,123,11.240167,0.11805667,12.420733
3792,1-39-16,58,513,2.5625422,0.123631045,3.7988527
3793,1-39-17,30,518,2.5625422,0.10850386,3.6475809
3794,1-39-17,48,740,2.5625422,0.23417564,4.904299
3795,1-39-17,51,194,3.0947797,0.21340334,5.228813
3796,1-39-17,57,123,2.5625422,0.19827162,4.5452585
3797,1-39-17,58,577,2.5625422,0.17906733,4.353215
3798,1-39-18,30,468,2.5625422,0.12984008,3.8609428
3799,1-39-18,48,775,2.5625422,0.24310188,4.993561
3800,1-39-18,51,214,2.5625422,0.08357142,3.3982563
3801,1-39-18,57,120,3.2611678,0.19295445,5.190712
3802,1-39-18,58,560,2.5625422,0.17584607,4.321003
3803,1-39-19,30,497,2.5625422,0.16894756,4.252018
3804,1-39-19,48,802,5.0788307,0.3651399,8.73023
3805,1-39-19,51,223,2.5625422,0.099246144,3.5550036
3806,1-39-19,57,21,92.13916,1.9332964,111.47212
3807,1-39-19,58,598,2.5625422,0.047373615,3.0362782
3808,1-39-20,30,516,2.5625422,0.11496593,3.7122016
3809,1-39-20,48,826,2.5625422,0.32663593,5.8289013
3810,1-39-20,51,206,2.5625422,0.20253782,4.58792
3811,1-39-20,57,72,112.00905,1.1191397,123.20045
3812,1-39-20,58,480,6.2131867,0.37260482,9.939235
3813,1-40-0,30,514,2.5625422,0.1376849,3.9393911
3814,1-40-0,48,833,2.5625422,0.3902704,6.465246
3815,1-40-0,51,210,2.5625422,0.15572897,4.119832
3816,1-40-0,57,130,2.5625422,0.104867876,3.6112208
3817,1-40-0,58,527,2.5625422,0.1418256,3.9807982
3818,1-40-1,30,523,3.0935142,0.14037679,4.497282
3819,1-40-1,48,811,2.5625422,0.5056949,7.6194916
3820,1-40-1,51,214,2.5625422,0.28047398,5.367282
3821,1-40-1,57,131,2.5625422,0.11147454,3.6772876
3822,1-40-1,58,499,2.5625422,0.3765213,6.327755
3823,1-40-2,30,519,2.5625422,0.0773897,3.3364391
3824,1-40-2,48,833,2.5625422,0.3367326,5.929868
3825,1-40-2,51,225,2.5625422,0.06956781,3.2582202
3826,1-40-2,57,127,4.334767,0.07196667,5.054434
3827,1-40-2,58,411,2.5679598,0.25990027,5.1669626
3828,1-40-3,30,492,3.0596626,0.050879445,3.5684571
3829,1-40-3,48,779,2.5625422,0.35555178,6.11806
3830,1-40-3,51,202,3.1975741,0.23396422,5.537216
3831,1-40-3,57,132,3.9319363,0.14988834,5.4308195
3832,1-40-3,58,408,3.8750482,0.12966779,5.171726
3833,1-40-4,30,514,2.5625422,0.22884442,4.8509865
3834,1-40-4,48,786,2.5625422,0.17504407,4.312983
3835,1-40-4,51,220,3.8404303,0.22917095,6.1321397
3836,1-40-4,57,125,10.487173,0.23982355,12.885408
3837,1-40-4,58,558,2.7276392,0.12954561,4.023095
3838,1-40-5,30,478,2.5625422,0.09853426,3.547885
3839,1-40-5,48,776,2.5625422,0.27390003,5.3015423
3840,1-40-5,51,210,2.5625422,0.23892578,4.9518003
3841,1-40-5,57,131,8.353576,0.20089997,10.362576
3842,1-40-5,58,548,2.5625422,0.16317141,4.1942563
3843,1-40-6,30,410,2.5625422,0.21220954,4.6846375
3844,1-40-6,48,828,2.5625422,0.28221282,5.3846703
3845,1-40-6,51,184,2.7586086,0.07708239,3.5294325
3846,1-40-6,57,131,9.783999,0.09968272,10.780827
3847,1-40-6,58,553,2.5625422,0.20489953,4.6115375
3848,1-40-7,30,483,2.5625422,0.13366403,3.8991823
3849,1-40-7,48,814,2.5625422,0.28551564,5.417699
3850,1-40-7,51,214,2.5625422,0.19568937,4.519436
3851,1-40-7,57,118,32.472088,0.46151233,37.08721
3852,1-40-7,58,474,2.5625422,0.24599227,5.0224648
3853,1-40-8,30,522,2.5625422,0.21044604,4.6670027
3854,1-40-8,48,814,3.126749,0.5020338,8.147087
3855,1-40-8,51,219,2.5625422,0.029255714,2.8550994
3856,1-40-8,57,133,4.936934,0.1472216,6.40915
3857,1-40-8,58,536,2.5625422,0.2721774,5.284316
3858,1-40-9,30,527,2.5625422,0.15687394,4.131282
3859,1-40-9,48,830,2.6918094,0.3185919,5.8777285
3860,1-40-9,51,180,2.938649,0.2025281,4.96393
3861,1-40-9,57,141,2.5625422,0.0873006,3.4355483
3862,1-40-9,58,564,2.5625422,0.082944244,3.3919847
3863,1-40-10,30,492,2.5625422,0.10562452,3.6187873
3864,1-40-10,48,613,2.5625422,0.35824257,6.144968
3865,1-40-10,51,218,2.5625422,0.14794265,4.041969
3866,1-40-10,57,132,15.82776,0.042943582,16.257196
3867,1-40-10,58,547,2.5625422,0.29109985,5.4735403
3868,1-40-11,30,525,2.5625422,0.22461875,4.8087296
3869,1-40-11,48,859,2.6332905,0.16519856,4.2852764
3870,1-40-11,51,205,3.2172284,0.18096907,5.0269194
3871,1-40-11,57,39,10.264966,0.3731925,13.996891
3872,1-40-11,58,493,2.5625422,0.20388357,4.601378
3873,1-40-12,30,519,2.5625422,0.1132844,3.6953862
3874,1-40-12,48,822,2.7573311,0.28458968,5.6032276
3875,1-40-12,51,191,2.98662,0.0786501,3.7731209
3876,1-40-12,57,132,8.194194,0.019642854,8.390622
3877,1-40-12,58,476,2.5625422,0.3242072,5.804614
3878,1-40-13,30,488,2.5625422,0.2756354,5.3188963
3879,1-40-13,48,801,3.7737713,0.23046385,6.0784097
3880,1-40-13,51,212,2.5625422,0.13023247,3.8648667
3881,1-40-13,57,127,21.111078,0.04201787,21.531258
3882,1-40-13,58,511,2.5625422,0.2687422,5.249964
3883,1-40-14,30,529,2.5625422,0.13229969,3.885539
3884,1-40-14,48,848,2.5625422,0.45672202,7.1297626
3885,1-40-14,51,215,2.5625422,0.39484128,6.510955
3886,1-40-14,57,132,4.0616307,0.05592028,4.6208334
3887,1-40-14,58,565,2.5625422,0.13657638,3.928306
3888,1-40-15,30,518,2.5625422,0.11264494,3.6889915
3889,1-40-15,48,798,2.5625422,0.2614782,5.1773243
3890,1-40-15,51,225,2.9451702,0.083461955,3.7797897
3891,1-40-15,57,130,7.1042056,0.16160329,8.720239
3892,1-40-15,58,507,2.5625422,0.113097474,3.693517
3893,1-40-16,30,497,2.5625422,0.02595702,2.8221123
3894,1-40-16,48,798,2.5625422,0.32654926,5.828035
3895,1-40-16,51,229,2.5625422,0.09649481,3.5274901
3896,1-40-16,57,134,17.669607,0.04972554,18.166862
3897,1-40-16,58,560,2.5625422,0.1807116,4.3696585
3898,1-40-18,30,386,10.857612,0.25459692,13.403581
3899,1-40-18,48,852,2.5625422,0.16270916,4.189634
3900,1-40-18,51,199,2.5625422,0.16897988,4.2523413
3901,1-40-18,57,135,3.906354,0.09189977,4.8253517
3902,1-40-18,58,488,2.5625422,0.23323447,4.894887
3903,1-40-19,30,450,2.5625422,0.11339879,3.69653
3904,1-40-19,48,784,2.5625422,0.25188687,5.081411
3905,1-40-19,51,204,2.5625422,0.18122375,4.3747797
3906,1-40-19,57,130,2.5625422,0.2358463,4.9210052
3907,1-40-19,58,545,2.5625422,0.23355637,4.8981056
3908,1-40-20,30,530,2.7378106,0.2711087,5.4488974
3909,1-40-20,48,847,4.174763,0.24731407,6.647904
3910,1-40-20,51,215,2.6177835,0.25194642,5.137248
3911,1-40-20,57,130,4.667072,0.08734614,5.540533
3912,1-40-20,58,595,2.5625422,0.16142611,4.1768036
3913,1-41-0,14,190,2.5625422,0.07881697,3.3507118
3914,1-41-0,39,391,5.486123,0.09781226,6.464246
3915,1-41-0,51,220,2.5625422,0.3172959,5.7355013
3916,1-41-0,57,127,3.5283651,0.113863766,4.6670027
3917,1-41-0,58,587,2.5625422,0.14255103,3.9880526
3918,1-41-1,14,199,2.5625422,0.1295957,3.858499
3919,1-41-1,39,370,4.0019846,0.06306593,4.6326437
3920,1-41-1,51,213,2.5625422,0.12206,3.783142
3921,1-41-1,57,135,5.065272,0.20726709,7.137943
3922,1-41-1,58,480,2.5625422,0.25250453,5.0875874
3923,1-41-2,14,171,2.5625422,0.08048416,3.3673837
3924,1-41-2,39,380,2.5625422,0.13441864,3.9067285
3925,1-41-2,51,213,2.5625422,0.1761539,4.3240814
3926,1-41-2,57,136,3.5459676,0.09414192,4.4873867
3927,1-41-2,58,398,2.6289754,0.39205128,6.549488
3928,1-41-3,14,182,2.5625422,0.12756856,3.8382277
3929,1-41-3,39,377,4.8356986,0.1536714,6.3724127
3930,1-41-3,51,203,2.5625422,0.098194346,3.5444856
3931,1-41-3,57,129,6.102136,0.01574802,6.2596164
3932,1-41-3,58,549,2.5625422,0.16496886,4.2122307
3933,1-41-4,14,191,2.5625422,0.12405383,3.8030806
3934,1-41-4,39,375,4.384097,0.106078595,5.4448833
3935,1-41-4,51,146,8.240024,0.19255176,10.165541
3936,1-41-4,57,130,3.5250342,0.0974117,4.499151
3937,1-41-4,58,539,2.5625422,0.096499436,3.5275366
3938,1-41-6,14,179,3.0832455,0.29510123,6.034258
3939,1-41-6,39,307,45.81373,0.23029135,48.116642
3940,1-41-6,51,211,2.5625422,0.09701453,3.5326877
3941,1-41-6,57,134,15.444086,0.1318691,16.762777
3942,1-41-6,58,528,2.5625422,0.1758151,4.320693
3943,1-41-7,14,205,2.5625422,0.17776226,4.3401647
3944,1-41-7,39,366,4.9710627,0.16346225,6.605685
3945,1-41-7,51,136,4.5201273,0.3619461,8.139588
3946,1-41-7,57,140,2.5625422,0.062356472,3.186107
3947,1-41-7,58,463,2.5625422,0.1716762,4.2793045
3948,1-41-8,14,197,3.4302247,0.045614175,3.8863664
3949,1-41-8,39,369,7.399769,0.09867025,8.386472
3950,1-41-8,51,210,2.5625422,0.062496703,3.1875093
3951,1-41-8,57,130,2.5625422,0.0436422,2.9989643
3952,1-41-8,58,460,2.5625422,0.24001527,4.962695
3953,1-41-9,14,170,2.5625422,0.095075384,3.5132961
3954,1-41-9,39,373,7.259825,0.2126714,9.386539
3955,1-41-9,51,214,2.7695148,0.19322135,4.7017283
3956,1-41-9,57,133,4.2339687,0.06398322,4.8738008
3957,1-41-9,58,545,2.5625422,0.117199324,3.7345355
3958,1-41-10,14,199,3.5754414,0.150023,5.075671
3959,1-41-10,39,370,5.870057,0.13216263,7.1916833
3960,1-41-10,51,214,2.5625422,0.17690493,4.3315916
3961,1-41-10,57,133,18.07483,0.077873565,18.853565
3962,1-41-10,58,569,2.5625422,0.13923079,3.9548502
3963,1-41-11,14,192,2.5625422,0.086459726,3.4271395
3964,1-41-11,39,390,5.2826447,0.09440547,6.2266994
3965,1-41-11,51,210,3.2950306,0.3955908,7.2509384
3966,1-41-11,57,128,9.042637,0.08691681,9.911805
3967,1-41-11,58,406,2.5625422,0.25138614,5.0764036
3968,1-41-12,14,187,2.5625422,0.34585074,6.0210495
3969,1-41-12,39,376,3.9000325,0.14764643,5.376497
3970,1-41-12,51,199,2.5625422,0.19192787,4.481821
3971,1-41-12,57,127,8.779596,0.08006023,9.580198
3972,1-41-12,58,521,2.5625422,0.15504573,4.1129994
3973,1-41-13,14,168,4.298833,0.16883229,5.987156
3974,1-41-13,39,378,2.7016087,0.107836306,3.7799716
3975,1-41-13,51,208,2.5625422,0.13612974,3.9238396
3976,1-41-13,57,125,6.019853,0.15140727,7.533926
3977,1-41-13,58,595,2.5625422,0.11526531,3.7151952
3978,1-41-14,14,178,2.5795195,0.079203576,3.3715553
3979,1-41-14,39,246,14.156304,0.78947043,22.051008
3980,1-41-14,51,220,2.9422443,0.14139661,4.3562107
3981,1-41-14,57,135,3.6413703,0.08492546,4.490625
3982,1-41-14,58,503,2.5625422,0.23271444,4.8896866
3983,1-41-15,14,186,2.5625422,0.05703137,3.132856
3984,1-41-15,39,378,2.5625422,0.1428483,3.9910252
3985,1-41-15,51,203,3.0423386,0.19290774,4.971416
3986,1-41-15,57,125,2.6565285,0.13025317,3.9590602
3987,1-41-15,58,597,2.5625422,0.11207306,3.6832728
3988,1-41-16,14,197,2.616587,0.120816775,3.8247547
3989,1-41-16,39,379,5.4594464,0.13787887,6.838235
3990,1-41-16,51,199,2.5625422,0.2749099,5.3116417
3991,1-41-16,57,130,2.832274,0.06443606,3.4766345
3992,1-41-16,58,547,2.5625422,0.2340325,4.9028673
3993,1-41-17,14,190,2.5625422,0.43818992,6.944442
3994,1-41-17,39,359,2.5625422,0.14565061,4.019048
3995,1-41-17,51,177,5.197801,0.18899633,7.0877643
3996,1-41-17,57,133,2.6344793,0.29627207,5.5972
3997,1-41-17,58,582,2.5625422,0.15009768,4.063519
3998,1-41-18,14,186,2.5625422,0.116007574,3.722618
3999,1-41-18,39,371,7.187118,0.22380522,9.42517
4000,1-41-18,51,190,2.5625422,0.14426732,4.0052156
4001,1-41-18,57,129,6.845473,0.16632725,8.508745
4002,1-41-18,58,484,3.1742234,0.593718,9.111403
4003,1-41-19,14,181,2.5625422,0.08094774,3.3720198
4004,1-41-19,39,378,3.566339,0.18153353,5.3816743
4005,1-41-19,51,217,4.1506753,0.16562907,5.806966
4006,1-41-19,57,129,2.5625422,0.14885503,4.0510926
4007,1-41-19,58,559,2.5625422,0.09758303,3.5383725
4008,1-41-20,14,173,2.5625422,0.22303279,4.79287
4009,1-41-20,39,376,2.5625422,0.11673068,3.7298489
4010,1-41-20,51,218,3.9895852,0.14105232,5.4001083
4011,1-41-20,57,130,9.014454,0.060090866,9.615362
4012,1-41-20,58,505,2.5625422,0.3601541,6.1640835
4013,1-42-0,14,162,5.779707,0.064533,6.425037
4014,1-42-0,39,382,3.483858,0.12310754,4.7149334
4015,1-42-0,51,230,3.4493494,0.12907551,4.7401047
4016,1-42-0,57,133,4.6617804,0.28059724,7.4677525
4017,1-42-0,58,561,2.5625422,0.1774099,4.3366413
4018,1-42-1,14,189,4.711353,0.19629537,6.6743064
4019,1-42-1,39,368,5.5595756,0.19084044,7.46798
4020,1-42-1,51,213,2.5625422,0.052037388,3.082916
4021,1-42-1,57,131,3.2304063,0.18470553,5.0774612
4022,1-42-1,58,544,2.5625422,0.20199302,4.5824723
4023,1-42-2,14,187,2.5625422,0.097072564,3.533268
4024,1-42-2,39,381,2.5625422,0.10130883,3.5756307
4025,1-42-2,51,215,2.5625422,0.10352468,3.5977888
4026,1-42-2,57,125,3.4255414,0.06042524,4.0297937
4027,1-42-2,58,506,2.5625422,0.16748899,4.237432
4028,1-42-3,14,169,3.3641794,0.2580065,5.9442444
4029,1-42-3,39,370,9.13622,0.27190506,11.85527
4030,1-42-3,51,224,2.6248026,0.10980361,3.7228386
4031,1-42-3,57,133,3.9497256,0.011531485,4.0650406
4032,1-42-3,58,587,2.5625422,0.14335606,3.9961028
4033,1-42-4,14,184,2.5625422,0.14163981,3.9789405
4034,1-42-4,39,373,4.5970416,0.14851661,6.0822077
4035,1-42-4,51,218,2.5625422,0.07596967,3.322239
4036,1-42-4,57,134,2.5625422,0.23214203,4.8839626
4037,1-42-4,58,529,2.5625422,0.12841679,3.8467102
4038,1-42-5,14,64,5.0156345,0.36523604,8.667995
4039,1-42-5,39,365,2.5625422,0.095513426,3.5176764
4040,1-42-5,51,201,2.8373837,0.31933746,6.0307584
4041,1-42-5,57,134,3.243229,0.04006212,3.64385
4042,1-42-5,58,572,2.5625422,0.093355246,3.4960947
4043,1-42-7,14,160,3.7423003,0.24852613,6.2275615
4044,1-42-7,39,363,2.5625422,0.12608956,3.8234377
4045,1-42-7,51,219,3.0731971,0.15366705,4.6098676
4046,1-42-7,57,127,3.0619013,0.054634333,3.6082447
4047,1-42-7,58,545,3.0083025,0.12710704,4.2793727
4048,1-42-8,14,200,2.5625422,0.0983031,3.5455732
4049,1-42-8,39,369,4.490128,0.13096958,5.7998238
4050,1-42-8,51,200,2.5625422,0.11067983,3.6693406
4051,1-42-8,57,126,2.5625422,0.04483752,3.0109174
4052,1-42-8,58,482,3.5111208,0.20825483,5.593669
4053,1-42-9,14,172,2.5625422,0.053886924,3.1014113
4054,1-42-9,39,363,5.2598577,0.09944371,6.254295
4055,1-42-9,51,214,3.826434,0.12705004,5.0969343
4056,1-42-9,57,130,2.5625422,0.15417601,4.1043024
4057,1-42-9,58,439,2.5625422,0.43215355,6.884078
4058,1-42-10,14,181,2.7681007,0.025691552,3.0250163
4059,1-42-10,39,376,2.826047,0.08105443,3.6365912
4060,1-42-10,51,214,2.5625422,0.106190436,3.6244464
4061,1-42-10,57,132,5.8706584,0.18925719,7.7632303
4062,1-42-10,58,574,2.5625422,0.21608013,4.723344
4063,1-42-11,14,204,2.5625422,0.12565355,3.8190777
4064,1-42-11,39,363,2.5625422,0.13010535,3.8635957
4065,1-42-11,51,220,2.5625422,0.13206136,3.8831558
4066,1-42-11,57,125,2.5625422,0.11637079,3.7262502
4067,1-42-11,58,510,2.5625422,0.16917379,4.25428
4068,1-42-12,14,193,2.5625422,0.037345823,2.9360003
4069,1-42-12,39,371,4.5278344,0.20912012,6.6190357
4070,1-42-12,51,221,2.7182937,0.30084744,5.726768
4071,1-42-12,57,132,2.5625422,0.11080266,3.670569
4072,1-42-12,58,552,2.5625422,0.1928145,4.4906874
4073,1-42-13,14,186,4.7253027,0.05809,5.306203
4074,1-42-13,39,363,3.55402,0.07468653,4.300885
4075,1-42-13,51,177,4.749121,0.2537775,7.286896
4076,1-42-13,57,129,2.5625422,0.09086334,3.4711757
4077,1-42-13,58,507,2.5625422,0.20754398,4.6379824
4078,1-42-14,14,173,3.2115033,0.1494843,4.7063465
4079,1-42-14,39,383,4.1998787,0.09057717,5.1056504
4080,1-42-14,51,138,22.676208,0.48462683,27.522476
4081,1-42-14,57,128,5.9581547,0.04640026,6.4221573
4082,1-42-14,58,561,2.5625422,0.110998064,3.6725228
4083,1-42-15,14,193,2.5625422,0.10772056,3.6397479
4084,1-42-15,39,369,8.7975445,0.1758054,10.555598
4085,1-42-15,51,221,2.6093957,0.06445082,3.2539039
4086,1-42-15,57,122,5.5133815,0.08998376,6.413219
4087,1-42-15,58,559,2.5625422,0.2744347,5.306889
4088,1-42-16,14,185,2.953268,0.09456051,3.898873
4089,1-42-16,39,371,2.5625422,0.21806894,4.743232
4090,1-42-16,51,208,2.5625422,0.11990619,3.761604
4091,1-42-16,57,137,4.642622,0.08792948,5.521917
4092,1-42-16,58,466,2.5625422,0.3445479,6.0080214
4093,1-42-17,14,195,2.5685694,0.17645317,4.3331013
4094,1-42-17,39,376,2.650627,0.15963452,4.246972
4095,1-42-17,51,217,3.8063207,0.1709313,5.5156336
4096,1-42-17,57,126,2.5625422,0.24132216,4.975764
4097,1-42-17,58,529,2.5625422,0.080030866,3.362851
4098,1-42-18,14,155,2.5625422,0.3568673,6.131215
4099,1-42-18,39,375,4.8408003,0.21110217,6.9518223
4100,1-42-18,51,199,3.6465821,0.1785614,5.432196
4101,1-42-18,57,133,4.9854274,0.063955836,5.6249857
4102,1-42-18,58,542,2.5625422,0.19412836,4.503826
4103,1-42-19,14,207,2.8985403,0.08871597,3.7856998
4104,1-42-19,39,361,3.1301908,0.18013458,4.9315367
4105,1-42-19,51,112,2.5625422,0.5093492,7.6560345
4106,1-42-19,57,127,8.525441,0.18627504,10.388191
4107,1-42-19,58,578,3.7467976,0.08686911,4.6154885
4108,1-42-20,14,100,4.410377,0.2443059,6.853436
4109,1-42-20,39,377,2.5625422,0.115519136,3.7177336
4110,1-42-20,51,177,3.7409399,0.107259884,4.8135386
4111,1-42-20,57,125,2.5625422,0.06059792,3.1685214
4112,1-42-20,58,546,2.5625422,0.25533208,5.115863
4113,1-43-0,14,178,2.5625422,0.23497355,4.9122777
4114,1-43-0,39,371,3.7360682,0.18033789,5.5394473
4115,1-43-0,51,200,2.5625422,0.038361784,2.94616
4116,1-43-0,57,133,2.5625422,0.16592287,4.221771
4117,1-43-0,58,484,2.5625422,0.2571728,5.13427
4118,1-43-1,14,180,2.5625422,0.21448301,4.707372
4119,1-43-1,39,316,2.5625422,0.33656567,5.928199
4120,1-43-1,51,211,2.5625422,0.10377093,3.6002514
4121,1-43-1,57,133,2.5625422,0.030635117,2.8688934
4122,1-43-1,58,528,2.5625422,0.20906465,4.6531887
4123,1-43-2,14,182,2.5625422,0.36078358,6.1703777
4124,1-43-2,39,369,2.5625422,0.14354718,3.998014
4125,1-43-2,51,142,12.776507,0.55998516,18.376358
4126,1-43-2,57,136,2.5625422,0.026276475,2.825307
4127,1-43-2,58,493,2.5625422,0.2961486,5.524028
4128,1-43-3,14,178,2.5625422,0.08587177,3.4212599
4129,1-43-3,39,370,3.3250184,0.13931549,4.718173
4130,1-43-3,51,193,2.5625422,0.13859554,3.9484975
4131,1-43-3,57,129,5.603466,0.029714193,5.900608
4132,1-43-3,58,467,2.5625422,0.236621,4.928752
4133,1-43-4,14,182,4.0520244,0.23060384,6.3580627
4134,1-43-4,39,370,2.5625422,0.12856823,3.8482246
4135,1-43-4,51,219,2.5625422,0.112023346,3.6827755
4136,1-43-4,57,129,2.6737144,0.103603534,3.7097497
4137,1-43-4,58,531,2.5625422,0.08271762,3.3897185
4138,1-43-5,14,185,2.5625422,0.16366939,4.199236
4139,1-43-5,39,371,5.3291035,0.19327547,7.261858
4140,1-43-5,51,187,2.5625422,0.26144406,5.176983
4141,1-43-5,57,138,3.1864731,0.061026953,3.7967427
4142,1-43-5,58,418,4.1457653,0.26038256,6.749591
4143,1-43-6,14,203,3.9604208,0.13643242,5.324745
4144,1-43-6,39,369,8.885465,0.12065738,10.092038
4145,1-43-6,51,219,2.5625422,0.09334051,3.4959474
4146,1-43-6,57,130,2.5625422,0.04354104,2.9979527
4147,1-43-6,58,456,2.5625422,0.19020228,4.4645653
4148,1-43-7,14,192,2.5625422,0.27972168,5.3597593
4149,1-43-7,39,387,3.208759,0.17997456,5.008505
4150,1-43-7,51,198,3.0168798,0.06585688,3.6754487
4151,1-43-7,57,133,3.7420912,0.098395616,4.7260475
4152,1-43-7,58,506,2.5625422,0.21598844,4.7224264
4153,1-43-8,14,182,2.762438,0.060284965,3.3652878
4154,1-43-8,39,373,3.2836623,0.16730675,4.95673
4155,1-43-8,51,225,3.7549415,0.30380267,6.7929683
4156,1-43-8,57,124,3.0496655,0.09776381,4.0273037
4157,1-43-8,58,558,2.5625422,0.2524658,5.0872
4158,1-43-9,14,191,2.5625422,0.09416595,3.5042017
4159,1-43-9,39,357,4.5275745,0.118089795,5.7084723
4160,1-43-9,51,219,12.007087,0.14050308,13.412117
4161,1-43-9,57,132,2.5625422,0.24538031,5.016345
4162,1-43-9,58,584,2.5625422,0.11501829,3.7127252
4163,1-43-10,14,178,2.6820476,0.096814916,3.6501968
4164,1-43-10,39,369,4.312797,0.10340127,5.34681
4165,1-43-10,51,192,2.5625422,0.12537383,3.8162804
4166,1-43-10,57,132,4.9538097,0.05130473,5.466857
4167,1-43-10,58,490,2.8300617,0.25035152,5.333577
4168,1-43-11,14,174,2.5625422,0.15655018,4.128044
4169,1-43-11,39,371,5.5906153,0.18397397,7.430355
4170,1-43-11,51,193,2.8840516,0.15282442,4.412296
4171,1-43-11,57,121,2.5625422,0.19483165,4.5108585
4172,1-43-11,58,593,2.5625422,0.14399283,4.0024705
4173,1-43-12,14,156,4.321825,0.2057489,6.379314
4174,1-43-12,39,374,5.3827763,0.119524285,6.578019
4175,1-43-12,51,202,2.8753505,0.049418364,3.369534
4176,1-43-12,57,128,13.971611,0.1319054,15.290665
4177,1-43-12,58,552,2.5625422,0.27130926,5.275635
4178,1-43-13,14,178,3.5579844,0.094900295,4.5069876
4179,1-43-13,39,368,2.5625422,0.16143619,4.176904
4180,1-43-13,51,202,3.6132464,0.13398993,4.953146
4181,1-43-13,57,130,7.2089214,0.10921256,8.301047
4182,1-43-13,58,598,2.5625422,0.12122695,3.7748117
4183,1-43-14,14,192,2.5625422,0.10631022,3.6256444
